X(E/m),Y(N/m)
330182.053570246091112,4156672.706680339761078
330181.905864252941683,4156672.831807609181851
330181.757931352010928,4156672.945838916115463
330181.645113197038881,4156673.048051516059786
330181.505788802518509,4156673.150806177407503
330181.357855910377111,4156673.264837493654341
330181.218304607667960,4156673.356496193911880
330181.070598638732918,4156673.481623479630798
330180.904994933342095,4156673.596016176044941
330180.739618146326393,4156673.721504840534180
330180.600293774099555,4156673.824259519111365
330180.452360906172544,4156673.938290850725025
330180.304428044590168,4156674.052322185132653
330180.147432854748331,4156674.155438245739788
330180.008108497015201,4156674.258192932698876
330179.877846472838428,4156674.371862901840359
330179.729913624410983,4156674.485894246026874
330179.591043112508487,4156674.610840870998800
330179.460100346128456,4156674.691222951747477
330179.320776003412902,4156674.793977650348097
330179.173070090473630,4156674.919104971922934
330179.024910345207900,4156675.022040365263820
330178.903029918903485,4156675.113337730057538
330178.763932511210442,4156675.227188404649496
330178.615999693167396,4156675.341219771187752
330178.485737704671919,4156675.454889761749655
330178.355021881288849,4156675.546367825008929
330178.215697568550240,4156675.649122544098645
330178.067537845694460,4156675.752057956065983
330177.937048951280303,4156675.854631990659982
330177.806106217612978,4156675.935014098417014
330177.667008838383481,4156676.048864791635424
330177.528138383524492,4156676.173811453860253
330177.389041009882931,4156676.287662153597921
330177.267160624323878,4156676.378959543537349
330177.119000925915316,4156676.481894973199815
330176.953624254791066,4156676.607383717317134
330176.813846131670289,4156676.687946532387286
330176.683357267174870,4156676.790520588401705
330176.535651426995173,4156676.915647959802300
330176.397234847652726,4156677.062786570750177
330176.266745994216762,4156677.165360632818192
330176.144865631416906,4156677.256658040452749
330176.005768294679001,4156677.370508764404804
330175.875960219302215,4156677.506370728369802
330175.745471376925707,4156677.608944799751043
330175.632653361186385,4156677.711157487239689
330175.502845295064617,4156677.847019457723945
330175.382326491642743,4156678.004892667755485
330175.251837665564381,4156678.107466747518629
330175.130638099275529,4156678.232052065897733
330174.991994640906341,4156678.368094737641513
330174.844288856489584,4156678.493222139775753
330174.704964633914642,4156678.595976922661066
330174.574702749960124,4156678.709646978415549
330174.435378536465578,4156678.812401764560491
330174.305570509692188,4156678.948263756465167
330174.193206378142349,4156679.072668394539505
330174.080842247698456,4156679.197073035407811
330173.951034232857637,4156679.332935032900423
330173.812163888942450,4156679.457881759852171
330173.690964362118393,4156679.582467101048678
330173.586981803760864,4156679.684499124996364
330173.474617695494089,4156679.808903774712235
330173.345036624465138,4156679.955861745867878
330173.241507928294595,4156680.080085705034435
330173.120081494795159,4156680.193575090263039
330172.990046584745869,4156680.318341138772666
330172.850949342711829,4156680.432191917672753
330172.720233658736106,4156680.523670074529946
330172.606961863115430,4156680.603690876159817
330172.476246184436604,4156680.695169037673622
330172.337602811225224,4156680.831211756914854
330172.225238735147286,4156680.955616424325854
330172.104039256577380,4156681.080201792065054
330171.956787420669571,4156681.227521178312600
330171.817917136533652,4156681.352467942982912
330171.687428406905383,4156681.455042083282024
330171.557393538299948,4156681.579808154143393
330171.436194078996778,4156681.704393532127142
330171.306386147392914,4156681.840255572926253
330171.202857505879365,4156681.964479559101164
330171.090266530751251,4156682.077788277529180
330170.960231681005098,4156682.202554359566420
330170.821588360471651,4156682.338597107212991
330170.708997397916391,4156682.451905831228942
330170.605014912784100,4156682.553937894757837
330170.475207006093115,4156682.689799949526787
330170.354007579502650,4156682.814385344274342
330170.241189699270763,4156682.916598111856729
330170.137207225721795,4156683.018630179576576
330170.007172405312303,4156683.143396278377622
330169.859239847806748,4156683.257427810691297
330169.737359644612297,4156683.348725320771337
330169.633377182646655,4156683.450757395476103
330169.512404711800627,4156683.586438768077642
330169.391205313033424,4156683.711024176329374
330169.278614388953429,4156683.824332923628390
330169.166023465746548,4156683.937641671858728
330169.035761741979513,4156684.051311819348484
330168.896891551616136,4156684.176258636638522
330168.784073707880452,4156684.278471425175667
330168.671482799923979,4156684.391780179925263
330168.550283425720409,4156684.516365601681173
330168.420248650596477,4156684.641131727490574
330168.307657752535306,4156684.754440486896783
330168.194612990482710,4156684.845557319000363
330168.064351294306107,4156684.959227483719587
330168.136169181088917,4156685.013261701911688
330168.006134420167655,4156685.138027835171670
330167.884481198969297,4156685.240421336609870
330167.745384111884050,4156685.354272209107876
330167.606513960694429,4156685.479219049680978
330167.484860749333166,4156685.581612556241453
330167.363207541056909,4156685.684006068855524
330167.215502000064589,4156685.809133615344763
330167.041290262830444,4156685.934803273528814
330166.902193196408916,4156686.048654160927981
330166.771931536961347,4156686.162324347533286
330166.633061416214332,4156686.287271204870194
330166.503253636125010,4156686.423133327625692
330166.399271253030747,4156686.525165447033942
330166.286907344881911,4156686.649570203386247
330166.147810300812125,4156686.763421103823930
330165.982433999539353,4156686.888910080771893
330165.843336963735055,4156687.002760987263173
330165.704239933984354,4156687.116611894685775
330165.565142905688845,4156687.230462805368006
330165.434881283086725,4156687.344133015256375
330165.313228125800379,4156687.446526558604091
330165.191801909357309,4156687.560016068629920
330165.043869496323168,4156687.674047692678869
330164.887101690401323,4156687.788260023109615
330164.756613147386815,4156687.890834278892726
330164.617516144993715,4156688.004685207270086
330164.469810688751750,4156688.129812808241695
330164.330713696544990,4156688.243663741275668
330164.209060563705862,4156688.346057299524546
330164.078345098299906,4156688.437535602133721
330163.948083514929749,4156688.551205836236477
330163.764582603704184,4156688.654864342883229
330163.625031749834307,4156688.746523357462138
330163.477099379058927,4156688.860555009916425
330163.338002412463538,4156688.974405961111188
330163.190070049720816,4156689.088437620084733
330163.068190004560165,4156689.179735232610255
330162.937247623573057,4156689.260117587167770
330162.788634450058453,4156689.340861358214170
330162.630958938156255,4156689.410689874086529
330162.490727284224704,4156689.469061011448503
330162.350268688169308,4156689.516336187254637
330162.183530845912173,4156689.575249452609569
330162.034236855921336,4156689.622705340851098
330161.893324382137507,4156689.647788594011217
330161.743349567055702,4156689.661956591997296
330161.593147811829112,4156689.665028627030551
330161.442492170492187,4156689.645908733364195
330161.309280379791744,4156689.615331459790468
330161.175841642310843,4156689.573658223729581
330161.042175962240435,4156689.520889024715871
330160.890612539427821,4156689.457385279238224
330160.747884513984900,4156689.393700827378780
330160.622146449284628,4156689.296367063187063
330160.496181437396444,4156689.187937336508185
330160.387660273816437,4156689.068050227593631
330160.288201449497137,4156688.959078375715762
330160.188515678106342,4156688.839010558556765
330160.079994505620562,4156688.719123453833163
330159.971246385131963,4156688.588140383828431
330159.880169058451429,4156688.456795895937830
330159.806308636325411,4156688.302898057270795
330159.724066703114659,4156688.171372860670090
330159.650433223345317,4156688.028570990543813
330159.602852048294153,4156687.863035059068352
330159.538280906621367,4156687.731148445047438
330159.473028926644474,4156687.565973934251815
330159.416612346307375,4156687.400618713814765
330159.360649652895518,4156687.257455425802618
330159.313295414263848,4156687.103015460539609
330159.239434971241280,4156686.949117627926171
330159.192080729058944,4156686.794677664991468
330159.153334939968772,4156686.628961023874581
330159.123651494097430,4156686.474159640260041
330159.067234900896437,4156686.308804422151297
330159.010818303388078,4156686.143449203576893
330158.981134855886921,4156685.988647819962353
330158.924945203296375,4156685.834388568066061
330158.877590948191937,4156685.679948606062680
330158.847907497256529,4156685.525147222448140
330158.817997096921317,4156685.359249872621149
330158.805984448292293,4156685.204087067395449
330158.767238646512851,4156685.038370430935174
330158.719657440960873,4156684.872834501788020
330158.689747036725748,4156684.706937155686319
330158.660063580144197,4156684.552135772071779
330158.638988579274155,4156684.386057712603360
330158.626748980954289,4156684.219798942096531
330158.623117839335464,4156684.042263496667147
330158.602269783616066,4156683.887281402479857
330158.590257130912505,4156683.732118596788496
330158.560119775298517,4156683.555125284474343
330158.539271717774682,4156683.400143190287054
330158.526805171102751,4156683.222788455430418
330158.514792516943999,4156683.067625651601702
330158.528605237079319,4156682.878632818348706
330158.542417958145961,4156682.689639985095710
330158.547622221522033,4156682.511923827696592
330158.553053431678563,4156682.345303636044264
330158.549422290758230,4156682.167768191080540
330158.546018096269108,4156682.001328709069639
330158.543067794467788,4156681.857081159949303
330158.530601247970480,4156681.679726424627006
330158.527423999912571,4156681.524382910225540
330158.524019805714488,4156681.357943429611623
330158.529451017908286,4156681.191323237493634
330158.535109179094434,4156681.035799011122435
330158.531704985594843,4156680.869359531439841
330158.528300792211667,4156680.702920052222908
330158.525123545085080,4156680.547576536890119
330158.530781705281697,4156680.392052310053259
330158.545048327185214,4156680.225251409225166
330158.559314949903637,4156680.058450506534427
330158.582416981109418,4156679.891468894667923
330158.596683605690487,4156679.724667992442846
330158.628394103434402,4156679.546409704256803
330158.642660730052739,4156679.379608803428710
330158.665762765915133,4156679.212627190165222
330158.697927157394588,4156679.056560833938420
330158.712193789193407,4156678.889759932179004
330158.752739700721577,4156678.711320933885872
330158.802121025801171,4156678.532701225019991
330158.843347778427415,4156678.387550122570246
330158.875285234360490,4156678.220387801993638
330158.916058099188376,4156678.053044769447297
330158.947995556110982,4156677.885882447939366
330158.962489139870740,4156677.730177513789386
330158.994199656299315,4156677.551919228397310
330159.043807938287500,4156677.384395487606525
330159.084126921370625,4156677.194860525894910
330159.124899799295235,4156677.027517496142536
330159.157064210914541,4156676.871451141312718
330159.197837092331611,4156676.704108111560345
330159.229774562059902,4156676.536945792846382
330159.261712035513483,4156676.369783473201096
330159.293876453244593,4156676.213717119768262
330159.334649339318275,4156676.046374090015888
330159.393093053484336,4156675.878669642377645
330159.433185109752230,4156675.678038718644530
330159.473731057543773,4156675.499599726404995
330159.514277009526268,4156675.321160735096782
330159.554822963546030,4156675.142721741460264
330159.586987393209711,4156674.986655390821397
330159.619378768489696,4156674.841685003135353
330159.651316258881707,4156674.674522685818374
330159.701151519606356,4156674.518094917293638
330159.733542899368331,4156674.373124531470239
330159.765934280469082,4156674.228154144715518
330159.798325665120501,4156674.083183760754764
330159.821654690778814,4156673.927298118360341
330159.854499965789728,4156673.804519663564861
330159.878736769373063,4156673.693017883226275
